patient_id	doctor_id	label	satisfying_score
3572	220	1	0.506
3572	233	1	0.548
3572	112	0	0.549
3572	294	0	0.55
3572	298	0	0.397
3572	171	0	0.497
3572	141	0	0.531
3572	194	0	0.342
3572	10	0	0.382
3573	205	1	0.512
3573	197	1	0.512
3573	200	1	0.604
3573	206	1	0.542
3573	213	1	0.672
3573	219	1	0.67
3573	220	1	0.633
3573	228	1	0.368
3573	265	0	0.345
3573	374	0	0.466
3573	8	0	0.356
3573	405	0	0.483
3573	252	0	0.509
3573	186	0	0.37
3574	205	1	0.55
3574	200	1	0.509
3574	207	1	0.491
3574	221	1	0.637
3574	226	1	0.371
3574	249	0	0.233
3574	287	0	0.321
3574	56	0	0.347
3574	324	0	0.446
3574	81	0	0.515
3575	205	1	0.54
3575	202	1	0.549
3575	205	1	0.54
3575	216	1	0.75
3575	222	1	0.666
3575	228	1	0.451
3575	239	1	0.437
3575	170	0	0.163
3575	401	0	0.454
3575	267	0	0.427
3575	275	0	0.449
3576	205	1	0.629
3576	214	1	0.699
3576	216	1	0.72
3576	219	1	0.681
3576	226	1	0.466
3576	230	1	0.604
3576	239	1	0.567
3576	65	0	0.357
3576	264	0	0.328
3576	130	0	0.361
3576	418	0	0.368
3576	72	0	0.421
3576	117	0	0.501
3577	205	1	0.477
3577	200	1	0.609
3577	214	1	0.562
3577	218	1	0.436
3577	231	1	0.421
3577	233	1	0.739
3577	350	0	0.457
3577	125	0	0.387
3577	164	0	0.25
3577	333	0	0.317
3577	307	0	0.189
3577	414	0	0.369
3578	205	1	0.678
3578	208	1	0.683
3578	210	1	0.75
3578	212	1	0.555
3578	216	1	0.65
3578	220	1	0.437
3578	229	1	0.554
3578	152	0	0.36
3578	130	0	0.332
3578	167	0	0.342
3578	402	0	0.727
3579	205	1	0.245
3579	197	1	0.667
3579	204	1	0.44
3579	209	1	0.432
3579	221	1	0.701
3579	230	1	0.425
3579	237	1	0.573
3579	181	0	0.266
3579	97	0	0.202
3579	111	0	0.482
3579	357	0	0.39
3580	205	1	0.292
3580	206	1	0.613
3580	212	1	0.548
3580	213	1	0.733
3580	221	1	0.653
3580	9	0	0.41
3580	3	0	0.278
3580	252	0	0.401
3580	5	0	0.596
3580	132	0	0.397
3581	206	1	0.619
3581	214	1	0.612
3581	220	1	0.468
3581	222	1	0.689
3581	274	0	0.368
3581	384	0	0.484
3581	339	0	0.282
3581	385	0	0.341
3582	206	1	0.435
3582	201	1	0.536
3582	204	1	0.388
3582	206	1	0.435
3582	211	1	0.682
3582	223	1	0.456
3582	235	1	0.612
3582	407	0	0.416
3582	137	0	0.425
3582	329	0	0.233
3582	76	0	0.428
3582	120	0	0.446
3582	30	0	0.539
3583	206	1	0.348
3583	225	1	0.506
3583	226	1	0.44
3583	238	1	0.499
3583	128	0	0.238
3583	71	0	0.189
3583	168	0	0.327
3583	307	0	0.217
3583	398	0	0.358
3583	190	0	0.489
3583	106	0	0.384
3584	206	1	0.656
3584	206	1	0.656
3584	223	1	0.472
3584	232	1	0.636
3584	241	1	0.464
3584	277	0	0.338
3584	303	0	0.346
3584	181	0	0.282
3584	257	0	0.344
3584	312	0	0.469
3585	206	1	0.53
3585	201	1	0.439
3585	206	1	0.53
3585	215	1	0.52
3585	233	1	0.682
3585	237	1	0.597
3585	159	0	0.425
3585	170	0	0.366
3585	184	0	0.261
3585	327	0	0.315
3586	206	1	0.469
3586	215	1	0.562
3586	216	1	0.682
3586	220	1	0.415
3586	229	1	0.431
3586	240	1	0.611
3586	71	0	0.304
3586	274	0	0.374
3586	358	0	0.342
3586	172	0	0.364
3587	206	1	0.428
3587	199	1	0.565
3587	208	1	0.748
3587	218	1	0.421
3587	219	1	0.629
3587	220	1	0.605
3587	241	1	0.437
3587	248	0	0.249
3587	392	0	0.379
3587	411	0	0.473
3587	188	0	0.402
3587	90	0	0.452
3587	3	0	0.284
3587	59	0	0.284
3588	206	1	0.357
3588	204	1	0.429
3588	222	1	0.634
3588	224	1	0.513
3588	226	1	0.395
3588	371	0	0.485
3588	347	0	0.28
3588	123	0	0.419
3588	181	0	0.303
3589	206	1	0.534
3589	209	1	0.502
3589	212	1	0.456
3589	213	1	0.702
3589	214	1	0.55
3589	233	1	0.549
3589	345	0	0.308
3589	64	0	0.338
3589	191	0	0.31
3589	403	0	0.383
3589	150	0	0.366
3590	206	1	0.312
3590	200	1	0.577
3590	205	1	0.612
3590	207	1	0.758
3590	220	1	0.758
3590	228	1	0.589
3590	2	0	0.367
3590	339	0	0.263
3590	159	0	0.476
3590	294	0	0.371
3590	340	0	0.444
3590	49	0	0.433
3590	71	0	0.247
3591	206	1	0.313
3591	202	1	0.657
3591	215	1	0.483
3591	225	1	0.458
3591	227	1	0.573
3591	230	1	0.314
3591	233	1	0.534
3591	234	1	0.642
3591	373	0	0.362
3591	246	0	0.294
3591	89	0	0.481
3591	92	0	0.414
3591	399	0	0.255
3591	46	0	0.346
3592	206	1	0.348
3592	201	1	0.636
3592	219	1	0.67
3592	220	1	0.502
3592	226	1	0.401
3592	230	1	0.363
3592	231	1	0.404
3592	233	1	0.569
3592	20	0	0.439
3592	337	0	0.336
3592	150	0	0.366
3592	79	0	0.332
3592	135	0	0.322
3593	206	1	0.351
3593	201	1	0.518
3593	206	1	0.351
3593	226	1	0.564
3593	231	1	0.512
3593	233	1	0.61
3593	241	1	0.489
3593	385	0	0.548
3593	258	0	0.386
3593	115	0	0.473
3593	310	0	0.216
3593	178	0	0.313
3593	49	0	0.466
3594	206	1	0.549
3594	205	1	0.667
3594	211	1	0.679
3594	212	1	0.553
3594	213	1	0.608
3594	221	1	0.718
3594	281	0	0.19
3594	164	0	0.25
3594	324	0	0.439
3594	176	0	0.283
3595	206	1	0.658
3595	199	1	0.407
3595	203	1	0.73
3595	204	1	0.442
3595	209	1	0.518
3595	234	1	0.591
3595	294	0	0.476
3595	90	0	0.457
3595	31	0	0.46
3595	242	0	0.231
3595	93	0	0.587
3595	371	0	0.48
3595	360	0	0.273
3596	206	1	0.508
3596	197	1	0.617
3596	200	1	0.62
3596	209	1	0.433
3596	218	1	0.409
3596	14	0	0.308
3596	364	0	0.377
3596	315	0	0.337
3596	278	0	0.225
3596	136	0	0.369
3596	336	0	0.316
3596	341	0	0.501
3597	206	1	0.467
3597	198	1	0.607
3597	203	1	0.588
3597	223	1	0.394
3597	236	1	0.669
3597	371	0	0.454
3597	391	0	0.37
3597	162	0	0.415
3597	164	0	0.25
3597	114	0	0.486
3597	163	0	0.247
3598	206	1	0.357
3598	215	1	0.57
3598	217	1	0.497
3598	218	1	0.408
3598	224	1	0.5
3598	235	1	0.599
3598	343	0	0.39
3598	243	0	0.213
3598	257	0	0.37
3598	11	0	0.512
3598	282	0	0.5
3598	74	0	0.426
3598	34	0	0.42
3599	206	1	0.302
3599	197	1	0.622
3599	204	1	0.39
3599	221	1	0.638
3599	231	1	0.442
3599	237	1	0.678
3599	74	0	0.426
3599	65	0	0.404
3599	282	0	0.306
3599	152	0	0.3
3599	267	0	0.47
3599	52	0	0.419
3600	206	1	0.478
3600	205	1	0.726
3600	206	1	0.478
3600	223	1	0.442
3600	9	0	0.387
3600	128	0	0.248
3600	8	0	0.359
3600	33	0	0.699
3600	386	0	0.425
3601	207	1	0.711
3601	200	1	0.623
3601	205	1	0.635
3601	216	1	0.65
3601	220	1	0.448
3601	229	1	0.529
3601	239	1	0.451
3601	241	1	0.526
3601	95	0	0.455
3601	16	0	0.643
3601	55	0	0.37
3601	246	0	0.273
3601	11	0	0.397
3602	207	1	0.577
3602	207	1	0.577
3602	210	1	0.786
3602	214	1	0.532
3602	228	1	0.368
3602	234	1	0.715
3602	241	1	0.432
3602	311	0	0.106
3602	406	0	0.596
3602	276	0	0.439
3602	77	0	0.293
3602	402	0	0.652
3603	207	1	0.562
3603	200	1	0.679
3603	210	1	0.754
3603	213	1	0.679
3603	224	1	0.575
3603	225	1	0.624
3603	181	0	0.264
3603	155	0	0.231
3603	260	0	0.26
3603	276	0	0.46
3603	12	0	0.559
3603	402	0	0.657
3603	268	0	0.434
3604	207	1	0.593
3604	205	1	0.681
3604	206	1	0.56
3604	214	1	0.594
3604	220	1	0.48
3604	225	1	0.576
3604	228	1	0.419
3604	229	1	0.437
3604	339	0	0.23
3604	303	0	0.361
3604	402	0	0.574
3604	298	0	0.289
3604	393	0	0.677
3605	207	1	0.762
3605	200	1	0.521
3605	217	1	0.869
3605	218	1	0.482
3605	237	1	0.626
3605	84	0	0.541
3605	392	0	0.431
3605	21	0	0.259
3605	85	0	0.479
3605	348	0	0.457
3605	248	0	0.333
3606	207	1	0.299
3606	202	1	0.643
3606	212	1	0.461
3606	216	1	0.781
3606	241	1	0.552
3606	25	0	0.306
3606	381	0	0.304
3606	35	0	0.38
3606	322	0	0.352
3606	370	0	0.54
3606	262	0	0.274
3607	207	1	0.521
3607	217	1	0.495
3607	221	1	0.64
3607	226	1	0.405
3607	241	1	0.432
3607	409	0	0.275
3607	152	0	0.35
3607	400	0	0.284
3607	195	0	0.493
3607	292	0	0.235
3608	207	1	0.316
3608	200	1	0.5
3608	216	1	0.752
3608	217	1	0.548
3608	218	1	0.564
3608	230	1	0.42
3608	238	1	0.599
3608	131	0	0.281
3608	249	0	0.277
3608	313	0	0.321
3608	133	0	0.409
3608	120	0	0.477
3608	252	0	0.321
3609	207	1	0.503
3609	198	1	0.545
3609	201	1	0.512
3609	208	1	0.625
3609	223	1	0.448
3609	235	1	0.664
3609	192	0	0.328
3609	280	0	0.544
3609	384	0	0.311
3609	259	0	0.379
3609	195	0	0.363
3609	28	0	0.326
3610	207	1	0.454
3610	198	1	0.557
3610	213	1	0.536
3610	215	1	0.61
3610	217	1	0.505
3610	231	1	0.618
3610	236	1	0.669
3610	241	1	0.587
3610	281	0	0.434
3610	353	0	0.294
3610	79	0	0.342
3610	410	0	0.251
3611	207	1	0.848
3611	198	1	0.528
3611	219	1	0.613
3611	221	1	0.632
3611	236	1	0.669
3611	362	0	0.24
3611	57	0	0.388
3611	299	0	0.457
3611	59	0	0.38
3612	207	1	0.481
3612	196	1	0.359
3612	197	1	0.558
3612	208	1	0.574
3612	213	1	0.618
3612	228	1	0.386
3612	241	1	0.644
3612	86	0	0.451
3612	405	0	0.336
3612	379	0	0.378
3612	22	0	0.447
3613	207	1	0.303
3613	207	1	0.303
3613	228	1	0.565
3613	232	1	0.648
3613	234	1	0.574
3613	241	1	0.499
3613	284	0	0.222
3613	364	0	0.377
3613	297	0	0.415
3613	344	0	0.412
3613	149	0	0.487
3613	29	0	0.267
3614	207	1	0.305
3614	200	1	0.516
3614	205	1	0.698
3614	207	1	0.305
3614	221	1	0.659
3614	226	1	0.381
3614	27	0	0.353
3614	301	0	0.227
3614	126	0	0.469
3614	25	0	0.371
3614	367	0	0.442
3615	207	1	0.34
3615	197	1	0.464
3615	203	1	0.526
3615	208	1	0.69
3615	211	1	0.632
3615	236	1	0.669
3615	255	0	0.34
3615	163	0	0.283
3615	367	0	0.412
3615	373	0	0.439
3615	46	0	0.452
3616	207	1	0.484
3616	200	1	0.495
3616	203	1	0.596
3616	209	1	0.643
3616	215	1	0.553
3616	217	1	0.604
3616	237	1	0.626
3616	329	0	0.202
3616	246	0	0.3
3616	49	0	0.438
3616	186	0	0.41
3616	372	0	0.369
3616	248	0	0.317
3617	207	1	0.641
3617	203	1	0.553
3617	209	1	0.467
3617	212	1	0.46
3617	213	1	0.54
3617	222	1	0.809
3617	229	1	0.553
3617	388	0	0.366
3617	148	0	0.395
3617	245	0	0.333
3617	40	0	0.281
3617	92	0	0.428
3618	208	1	0.387
3618	201	1	0.443
3618	202	1	0.452
3618	208	1	0.387
3618	213	1	0.581
3618	234	1	0.599
3618	240	1	0.677
3618	180	0	0.291
3618	311	0	0.279
3618	73	0	0.408
3618	25	0	0.332
3619	208	1	0.552
3619	200	1	0.756
3619	202	1	0.576
3619	208	1	0.552
3619	228	1	0.437
3619	232	1	0.636
3619	241	1	0.441
3619	135	0	0.372
3619	68	0	0.498
3619	74	0	0.357
3619	362	0	0.306
3619	180	0	0.294
3620	208	1	0.614
3620	201	1	0.588
3620	202	1	0.644
3620	208	1	0.614
3620	213	1	0.589
3620	234	1	0.524
3620	240	1	0.509
3620	276	0	0.417
3620	44	0	0.529
3620	110	0	0.301
3620	81	0	0.449
3620	371	0	0.482
3620	313	0	0.379
3620	310	0	0.497
3621	208	1	0.581
3621	208	1	0.581
3621	213	1	0.61
3621	215	1	0.733
3621	226	1	0.419
3621	231	1	0.598
3621	234	1	0.596
3621	241	1	0.432
3621	345	0	0.388
3621	178	0	0.368
3621	369	0	0.399
3621	24	0	0.417
3621	58	0	0.285
3621	127	0	0.447
3621	395	0	0.281
3622	208	1	0.402
3622	197	1	0.466
3622	198	1	0.643
3622	207	1	0.609
3622	211	1	0.682
3622	223	1	0.55
3622	229	1	0.574
3622	236	1	0.636
3622	317	0	0.375
3622	91	0	0.252
3622	346	0	0.474
3622	362	0	0.327
3622	78	0	0.454
3623	208	1	0.693
3623	202	1	0.542
3623	208	1	0.693
3623	230	1	0.325
3623	234	1	0.677
3623	190	0	0.505
3623	409	0	0.231
3623	413	0	0.356
3623	291	0	0.26
3623	85	0	0.341
3624	208	1	0.699
3624	202	1	0.556
3624	208	1	0.699
3624	222	1	0.681
3624	230	1	0.321
3624	234	1	0.522
3624	258	0	0.363
3624	311	0	0.147
3624	157	0	0.446
3624	21	0	0.422
3624	83	0	0.579
3625	208	1	0.438
3625	200	1	0.66
3625	206	1	0.466
3625	207	1	0.582
3625	222	1	0.616
3625	231	1	0.5
3625	56	0	0.382
3625	126	0	0.406
3625	50	0	0.44
3625	409	0	0.311
3626	208	1	0.54
3626	200	1	0.577
3626	201	1	0.491
3626	208	1	0.54
3626	213	1	0.639
3626	110	0	0.286
3626	273	0	0.465
3626	257	0	0.395
3626	28	0	0.416
3627	208	1	0.586
3627	196	1	0.494
3627	203	1	0.586
3627	206	1	0.461
3627	207	1	0.553
3627	208	1	0.586
3627	241	1	0.681
3627	10	0	0.353
3627	177	0	0.385
3627	43	0	0.429
3627	295	0	0.373
3627	150	0	0.278
3627	185	0	0.213
3627	46	0	0.443
3628	208	1	0.415
3628	198	1	0.556
3628	202	1	0.685
3628	216	1	0.671
3628	225	1	0.67
3628	240	1	0.666
3628	266	0	0.374
3628	366	0	0.37
3628	189	0	0.457
3628	277	0	0.394
3628	272	0	0.457
3629	208	1	0.497
3629	207	1	0.685
3629	218	1	0.486
3629	230	1	0.493
3629	234	1	0.589
3629	238	1	0.373
3629	103	0	0.317
3629	154	0	0.454
3629	324	0	0.5
3629	187	0	0.385
3629	32	0	0.292
3629	414	0	0.431
3630	208	1	0.661
3630	198	1	0.476
3630	201	1	0.521
3630	207	1	0.554
3630	223	1	0.537
3630	226	1	0.657
3630	235	1	0.62
3630	83	0	0.37
3630	190	0	0.504
3630	165	0	0.366
3630	336	0	0.271
3631	208	1	0.319
3631	212	1	0.471
3631	216	1	0.724
3631	224	1	0.462
3631	228	1	0.392
3631	230	1	0.358
3631	77	0	0.415
3631	45	0	0.398
3631	1	0	0.392
3631	405	0	0.484
3631	257	0	0.414
3631	169	0	0.303
3631	140	0	0.338
3632	208	1	0.331
3632	202	1	0.498
3632	208	1	0.331
3632	230	1	0.487
3632	234	1	0.634
3632	365	0	0.287
3632	311	0	0.323
3632	353	0	0.321
3632	331	0	0.42
3633	208	1	0.537
3633	213	1	0.672
3633	218	1	0.408
3633	230	1	0.351
3633	231	1	0.46
3633	281	0	0.379
3633	54	0	0.351
3633	405	0	0.45
3633	363	0	0.256
3633	139	0	0.203
3633	55	0	0.271
3634	209	1	0.324
3634	203	1	0.635
3634	213	1	0.764
3634	221	1	0.622
3634	222	1	0.673
3634	232	1	0.649
3634	152	0	0.387
3634	119	0	0.506
3634	19	0	0.375
3634	339	0	0.319
3635	209	1	0.249
3635	206	1	0.467
3635	214	1	0.544
3635	215	1	0.497
3635	220	1	0.44
3635	222	1	0.628
3635	225	1	0.43
3635	234	1	0.524
3635	309	0	0.472
3635	68	0	0.49
3635	51	0	0.36
3635	105	0	0.507
3635	163	0	0.397
3636	209	1	0.383
3636	197	1	0.578
3636	224	1	0.575
3636	230	1	0.452
3636	231	1	0.407
3636	335	0	0.196
3636	96	0	0.297
3636	391	0	0.488
3636	304	0	0.403
3637	209	1	0.482
3637	203	1	0.545
3637	218	1	0.427
3637	234	1	0.6
3637	237	1	0.591
3637	238	1	0.512
3637	239	1	0.782
3637	129	0	0.398
3637	69	0	0.316
3637	410	0	0.385
3637	115	0	0.445
3637	304	0	0.397
3637	381	0	0.407
3637	20	0	0.505
3638	209	1	0.606
3638	201	1	0.56
3638	211	1	0.682
3638	213	1	0.61
3638	239	1	0.609
3638	245	0	0.358
3638	249	0	0.171
3638	102	0	0.409
3638	125	0	0.55
3638	52	0	0.446
3638	270	0	0.289
3639	209	1	0.314
3639	206	1	0.561
3639	212	1	0.524
3639	213	1	0.628
3639	214	1	0.649
3639	228	1	0.707
3639	233	1	0.613
3639	340	0	0.241
3639	289	0	0.363
3639	77	0	0.391
3639	345	0	0.438
3639	144	0	0.509
3639	354	0	0.382
3640	209	1	0.474
3640	200	1	0.528
3640	201	1	0.649
3640	205	1	0.67
3640	216	1	0.76
3640	217	1	0.548
3640	224	1	0.473
3640	241	1	0.473
3640	29	0	0.447
3640	145	0	0.454
3640	408	0	0.57
3640	15	0	0.534
3640	247	0	0.299
3640	11	0	0.453
3640	356	0	0.478
3641	209	1	0.636
3641	198	1	0.489
3641	214	1	0.505
3641	236	1	0.696
3641	53	0	0.314
3641	173	0	0.297
3641	385	0	0.547
3641	129	0	0.3
3642	209	1	0.59
3642	201	1	0.773
3642	235	1	0.709
3642	146	0	0.34
3642	287	0	0.216
3642	147	0	0.371
3642	174	0	0.407
3642	32	0	0.377
3643	209	1	0.43
3643	197	1	0.618
3643	224	1	0.528
3643	230	1	0.52
3643	240	1	0.495
3643	405	0	0.474
3643	168	0	0.387
3643	327	0	0.324
3643	90	0	0.477
3643	317	0	0.365
3643	119	0	0.494
3643	148	0	0.333
3644	209	1	0.433
3644	201	1	0.509
3644	204	1	0.476
3644	205	1	0.578
3644	230	1	0.392
3644	235	1	0.687
3644	184	0	0.31
3644	43	0	0.371
3644	120	0	0.533
3644	418	0	0.358
3644	342	0	0.3
3645	209	1	0.461
3645	199	1	0.465
3645	200	1	0.684
3645	201	1	0.67
3645	218	1	0.421
3645	230	1	0.385
3645	234	1	0.793
3645	261	0	0.321
3645	57	0	0.411
3645	336	0	0.171
3645	314	0	0.373
3646	209	1	0.389
3646	208	1	0.584
3646	216	1	0.735
3646	225	1	0.556
3646	230	1	0.604
3646	231	1	0.442
3646	237	1	0.637
3646	367	0	0.443
3646	356	0	0.294
3646	75	0	0.311
3646	152	0	0.305
3647	209	1	0.414
3647	199	1	0.455
3647	200	1	0.502
3647	203	1	0.752
3647	206	1	0.606
3647	209	1	0.414
3647	218	1	0.556
3647	85	0	0.455
3647	358	0	0.263
3647	58	0	0.339
3647	364	0	0.353
3647	331	0	0.359
3648	209	1	0.447
3648	200	1	0.755
3648	206	1	0.457
3648	209	1	0.447
3648	218	1	0.486
3648	195	0	0.331
3648	169	0	0.31
3648	338	0	0.284
3648	82	0	0.54
3648	321	0	0.219
3648	298	0	0.404
3649	210	1	0.702
3649	205	1	0.683
3649	209	1	0.548
3649	212	1	0.546
3649	224	1	0.483
3649	286	0	0.326
3649	39	0	0.303
3649	21	0	0.453
3649	92	0	0.43
3649	170	0	0.36
3650	210	1	0.754
3650	201	1	0.568
3650	215	1	0.681
3650	241	1	0.735
3650	394	0	0.485
3650	91	0	0.376
3650	183	0	0.459
3650	344	0	0.462
3651	210	1	0.43
3651	204	1	0.534
3651	210	1	0.43
3651	222	1	0.638
3651	231	1	0.46
3651	237	1	0.551
3651	240	1	0.655
3651	332	0	0.52
3651	134	0	0.196
3651	405	0	0.405
3651	298	0	0.434
3651	103	0	0.366
3651	98	0	0.458
3651	137	0	0.504
3652	210	1	0.245
3652	217	1	0.728
3652	233	1	0.558
3652	236	1	0.622
3652	237	1	0.516
3652	90	0	0.413
3652	109	0	0.506
3652	43	0	0.353
3652	147	0	0.343
3652	295	0	0.258
3652	73	0	0.375
3652	140	0	0.236
3653	210	1	0.74
3653	215	1	0.6
3653	233	1	0.732
3653	238	1	0.398
3653	240	1	0.495
3653	97	0	0.35
3653	67	0	0.386
3653	179	0	0.381
3653	74	0	0.244
3654	210	1	0.753
3654	212	1	0.535
3654	215	1	0.478
3654	233	1	0.597
3654	234	1	0.547
3654	241	1	0.452
3654	192	0	0.301
3654	58	0	0.286
3654	6	0	0.333
3654	73	0	0.15
3654	411	0	0.457
3654	28	0	0.204
3654	329	0	0.32
3655	210	1	0.734
3655	210	1	0.734
3655	222	1	0.631
3655	223	1	0.455
3655	224	1	0.501
3655	238	1	0.372
3655	99	0	0.547
3655	37	0	0.458
3655	34	0	0.282
3655	340	0	0.444
3656	210	1	0.725
3656	197	1	0.668
3656	200	1	0.674
3656	216	1	0.671
3656	218	1	0.478
3656	222	1	0.69
3656	229	1	0.538
3656	187	0	0.463
3656	272	0	0.347
3656	157	0	0.372
3656	49	0	0.368
3657	210	1	0.783
3657	197	1	0.507
3657	219	1	0.67
3657	220	1	0.425
3657	222	1	0.815
3657	227	1	0.573
3657	228	1	0.672
3657	231	1	0.428
3657	46	0	0.439
3657	195	0	0.429
3657	183	0	0.291
3657	156	0	0.324
3657	179	0	0.351
3658	210	1	0.713
3658	216	1	0.64
3658	221	1	0.738
3658	226	1	0.49
3658	236	1	0.609
3658	241	1	0.493
3658	316	0	0.433
3658	115	0	0.356
3658	327	0	0.378
3658	56	0	0.311
3658	347	0	0.266
3658	307	0	0.387
3658	93	0	0.584
3659	210	1	0.759
3659	212	1	0.555
3659	214	1	0.647
3659	216	1	0.746
3659	224	1	0.581
3659	225	1	0.665
3659	233	1	0.688
3659	75	0	0.387
3659	62	0	0.516
3659	329	0	0.274
3659	304	0	0.282
3659	16	0	0.386
3659	86	0	0.447
3660	210	1	0.759
3660	198	1	0.651
3660	201	1	0.435
3660	241	1	0.468
3660	50	0	0.44
3660	104	0	0.392
3660	325	0	0.444
3660	140	0	0.378
3660	155	0	0.418
3660	35	0	0.377
3660	282	0	0.368
3661	210	1	0.732
3661	204	1	0.473
3661	226	1	0.458
3661	229	1	0.62
3661	235	1	0.528
3661	239	1	0.6
3661	143	0	0.294
3661	403	0	0.375
3661	310	0	0.422
3661	81	0	0.427
3661	248	0	0.367
3661	342	0	0.279
3662	210	1	0.705
3662	208	1	0.583
3662	210	1	0.705
3662	225	1	0.435
3662	230	1	0.468
3662	231	1	0.547
3662	237	1	0.69
3662	344	0	0.283
3662	80	0	0.266
3662	79	0	0.406
3662	253	0	0.212
3662	390	0	0.37
3663	210	1	0.698
3663	208	1	0.652
3663	212	1	0.657
3663	214	1	0.728
3663	215	1	0.598
3663	228	1	0.408
3663	229	1	0.469
3663	351	0	0.307
3663	140	0	0.27
3663	412	0	0.374
3663	106	0	0.46
3663	369	0	0.366
3664	210	1	0.791
3664	201	1	0.475
3664	206	1	0.435
3664	211	1	0.682
3664	212	1	0.474
3664	223	1	0.454
3664	228	1	0.675
3664	232	1	0.636
3664	167	0	0.183
3664	51	0	0.506
3664	340	0	0.416
3664	86	0	0.398
3664	176	0	0.387
3665	210	1	0.733
3665	205	1	0.587
3665	210	1	0.733
3665	215	1	0.605
3665	227	1	0.574
3665	240	1	0.622
3665	257	0	0.415
3665	285	0	0.338
3665	104	0	0.32
3665	340	0	0.442
3666	210	1	0.755
3666	203	1	0.53
3666	215	1	0.66
3666	220	1	0.43
3666	233	1	0.836
3666	234	1	0.786
3666	236	1	0.609
3666	238	1	0.433
3666	138	0	0.396
3666	361	0	0.276
3666	360	0	0.344
3666	347	0	0.354
3667	210	1	0.732
3667	206	1	0.466
3667	222	1	0.666
3667	223	1	0.469
3667	240	1	0.495
3667	416	0	0.326
3667	129	0	0.203
3667	189	0	0.448
3667	75	0	0.323
3667	20	0	0.467
3668	211	1	0.289
3668	200	1	0.599
3668	221	1	0.67
3668	225	1	0.514
3668	228	1	0.373
3668	230	1	0.363
3668	232	1	0.554
3668	143	0	0.379
3668	350	0	0.44
3668	93	0	0.544
3668	303	0	0.36
3668	77	0	0.422
3668	292	0	0.173
3669	211	1	0.7
3669	204	1	0.417
3669	211	1	0.7
3669	84	0	0.499
3669	37	0	0.455
3669	163	0	0.332
3669	134	0	0.387
3669	320	0	0.409
3670	211	1	0.36
3670	210	1	0.788
3670	222	1	0.659
3670	237	1	0.551
3670	238	1	0.437
3670	130	0	0.408
3670	321	0	0.255
3670	264	0	0.306
3670	248	0	0.32
3670	180	0	0.295
3670	249	0	0.286
3671	211	1	0.529
3671	203	1	0.812
3671	217	1	0.575
3671	223	1	0.399
3671	228	1	0.405
3671	239	1	0.622
3671	119	0	0.51
3671	346	0	0.495
3671	417	0	0.519
3671	128	0	0.238
3672	211	1	0.7
3672	196	1	0.576
3672	197	1	0.546
3672	231	1	0.481
3672	234	1	0.54
3672	235	1	0.537
3672	189	0	0.421
3672	192	0	0.188
3672	353	0	0.171
3672	186	0	0.44
3672	195	0	0.477
3672	177	0	0.3
3672	403	0	0.325
3673	211	1	0.693
3673	204	1	0.452
3673	307	0	0.164
3673	55	0	0.433
3673	351	0	0.314
3673	187	0	0.384
3674	211	1	0.76
3674	201	1	0.569
3674	209	1	0.395
3674	213	1	0.814
3674	231	1	0.48
3674	239	1	0.589
3674	49	0	0.477
3674	70	0	0.278
3674	179	0	0.378
3674	19	0	0.289
3674	34	0	0.314
3674	161	0	0.361
3675	211	1	0.618
3675	203	1	0.564
3675	204	1	0.434
3675	206	1	0.448
3675	223	1	0.498
3675	8	0	0.339
3675	128	0	0.24
3675	9	0	0.509
3675	310	0	0.463
3675	410	0	0.488
3675	182	0	0.249
3676	211	1	0.682
3676	204	1	0.422
3676	282	0	0.408
3676	100	0	0.36
3676	366	0	0.584
3676	174	0	0.436
3676	255	0	0.282
3676	127	0	0.427
3676	50	0	0.377
3677	211	1	0.682
3677	203	1	0.471
3677	211	1	0.682
3677	223	1	0.426
3677	122	0	0.33
3677	284	0	0.329
3677	410	0	0.464
3677	66	0	0.254
3677	129	0	0.404
3677	184	0	0.32
3677	403	0	0.443
3678	211	1	0.546
3678	197	1	0.707
3678	203	1	0.537
3678	204	1	0.503
3678	47	0	0.226
3678	71	0	0.205
3678	178	0	0.345
3678	169	0	0.402
3678	91	0	0.394
3679	211	1	0.449
3679	212	1	0.572
3679	213	1	0.674
3679	214	1	0.576
3679	220	1	0.714
3679	226	1	0.629
3679	233	1	0.758
3679	238	1	0.368
3679	141	0	0.527
3679	371	0	0.206
3679	397	0	0.535
3679	307	0	0.306
3680	211	1	0.682
3680	215	1	0.599
3680	224	1	0.469
3680	230	1	0.406
3680	233	1	0.644
3680	240	1	0.498
3680	241	1	0.461
3680	321	0	0.35
3680	337	0	0.304
3680	112	0	0.488
3680	104	0	0.371
3680	387	0	0.397
3680	182	0	0.456
3680	65	0	0.367
3681	211	1	0.536
3681	201	1	0.509
3681	207	1	0.514
3681	210	1	0.738
3681	228	1	0.419
3681	409	0	0.361
3681	82	0	0.408
3681	330	0	0.269
3681	22	0	0.348
3681	189	0	0.441
3681	255	0	0.406
3682	211	1	0.682
3682	203	1	0.492
3682	204	1	0.523
3682	211	1	0.682
3682	223	1	0.7
3682	285	0	0.329
3682	110	0	0.458
3682	395	0	0.254
3682	351	0	0.31
3683	211	1	0.592
3683	219	1	0.623
3683	221	1	0.685
3683	227	1	0.577
3683	345	0	0.495
3683	330	0	0.348
3683	58	0	0.271
3683	249	0	0.293
3683	16	0	0.559
